species	segmented
Claudivirus thornton	no
Clownvirus clown	no
Coatlandelriovirus RSP	no
Cohcovirus hiberniae	no
Coleviroid cbvd-5	no
Coleviroid cbvd-6	no
Coopervirus fortunato	no
Coopervirus heath	no
Copernicusvirus AE417	no
Corndogvirus catdawg	no
Corndogvirus ryadel	no
Culoivirus americanus	no
Culoivirus intestinalis	no
Dagavirus ST13OXA48phi121	no
Dardanusvirus dardanus	no
Dechshavirus japanensis	no
Delmidovirus intestinihominis	no
Delmidovirus splanchnicus	no
Deltahypovirus sinicum	no
Deltahypovirus sipunculidi	no
Deltapolyomavirus septihominis	no
Deltapolyomavirus sextihominis	no
Denvervirus dv9183	no
Deseoctovirus C1	no
Deseoctovirus DS8	no
Dexdertvirus GTE6	no
Dexdertvirus dexdert	no
Dexdertvirus tiamoceli	no
Dhakavirus anyang	no
Dhakavirus ecom005	no
Dhakavirus ime281	no
Dhakavirus ime348	no
Diorhovirus intestinalis	no
Doupovirus australiaense	no
Dpdavirus HRTV29	no
Duamitovirus boci1	no
Duamitovirus boci3	no
Duamitovirus chqu1	no
Duamitovirus clod1	no
Duamitovirus crpa1	no
Duamitovirus fupo3	no
Duamitovirus fupo4	no
Duamitovirus gima1	no
Duamitovirus gima2	no
Duamitovirus gima3	no
Duamitovirus gima4	no
Duamitovirus opno3a	no
Duamitovirus rhir1	no
Duamitovirus scni2	no
Duamitovirus scsc3	no
Duamitovirus scsc6	no
Duamitovirus tuae1	no
Dunedinvirus JS26	no
Duodecimduovirus phiE122	no
Eagleeyevirus eagleeye	no
Efbeekayvirus P184	no
Efkovirus efeko	no
Eilatmyovirus HATV2	no
Electravirus Sbp1	no
Elemovirus elemoA	no
Elemovirus elemoB	no
Elemovirus elemoC	no
Elemovirus elemoD	no
Elemovirus elemoE	no
Elemovirus elemoF	no
Emcearvirus gerard	no
Enchivirus Enc34	no
Epaquintavirus Epa5	no
Epsilonhypovirus sinicum	no
Epsilonpolyomavirus caprae	no
Epsilonpolyomavirus poporcus	no
Etapolyomavirus rhyndjiddensis	no
Evevirus ev239	no
Exceevirus Xc38	no
Fairfaxidumvirus toast	no
Fairfaxidumvirus william	no
Faithunavirus CELFI	no
Faithunavirus archie	no
Faithunavirus faith1	no
Faithunavirus finemlucis	no
Faithunavirus guuelaD	no
Faithunavirus rumpelstiltskin	no
Faithunavirus tourach	no
Fengtaivirus Axp2	no
Finchvirus finch	no
Fionnbharthvirus eponine	no
Fionnbharthvirus fionnbharth	no
Fionnbharthvirus henu3	no
Fionnbharthvirus patt	no
Fionnbharthvirus taquito	no
Fishburnevirus arib1	no
Fishburnevirus atcoo	no
Fishburnevirus bartholomew	no
Fishburnevirus firstplacepfu	no
Fishburnevirus greaselightnin	no
Fishburnevirus jung	no
Fishburnevirus kilkor	no
Fishburnevirus ksquared	no
Fishburnevirus majeke	no
Fishburnevirus shipwreck	no
Fishburnevirus willsammy	no
Fohxhuevirus gastrointestinalis	no
Foxborovirus GTE8	no
Foxborovirus NatB6	no
Foxborovirus emianna	no
Foxborovirus foxboro	no
Foxborovirus kidneybean	no
Foxquatrovirus fox4	no
Foxunavirus fox1	no
Foxunavirus fox2	no
Foxunavirus fox3	no
Foxunavirus fox5	no
Freyavirus danklef	no
Freyavirus freya	no
Galenevirus mbcm1	no
Gammapolyomavirus egouldiae	no
Gediminasvirus AchV4	no
Gegavirus ST15OXA48phi141	no
Gegevirus ST437OXA245phi41	no
Gelderlandvirus cgg41	no
Gemsvirus gv5004652	no
Gibbetvirus rsm4	no
Gladiatorvirus CloudWang3	no
Gladiatorvirus blinn1	no
Gladiatorvirus jewelbug	no
Gladiatorvirus koko	no
Gladiatorvirus priamo	no
Gladiatorvirus zaka	no
Glaucusvirus ssm5	no
Gofduovirus edno5	no
Greenvirus ssm4	no
Grondvirus lorian	no
Gruunavirus GRU1	no
Gruunavirus GTE5	no
Gruunavirus flapper	no
Gruunavirus turuncu	no
Gualtarvirus mp1	no
Gundelvirus Gundel	no
Gwanakrovirus SNUABM08	no
Hacavirus HCTV1	no
Hacihdavirus animalis	no
Hagravirus HGTV1	no
Haifavirus tim68	no
Haloferacalesvirus HJTV2	no
Haloferacalesvirus HRTV10	no
Haloferacalesvirus HRTV5	no
Haloferacalesvirus HRTV8	no
Haloferacalesvirus HSTV4	no
Haloferacalesvirus Serpecor1	no
Halohivirus HHTV2	no
Harrekavirus harreka	no
Harrisonburgvirus persinger	no
Hatrivirus HATV3	no
Huangshavirus dlcuna	no
Illuinvirus amon	no
Immutovirus immuto	no
Imvubuvirus imvubu	no
Ingelinevirus ingeline	no
Jacunavirus JC01	no
Jahgtovirus intestinihominis	no
Jahgtovirus secundus	no
Jamesmcgillvirus PaMx41	no
Janusvirus hank144	no
Janusvirus janus	no
Jiangsuvirus pspyzu05	no
Jiaodavirus kp179	no
Jiaodavirus kppv15	no
Jiaodavirus kpv477	no
Jiaodavirus mineola	no
Jolieduovirus jolie2	no
Jolieduovirus lemuria	no
Jolieduovirus mercurio	no
Jujuvirus azula	no
Jujuvirus blino	no
Jujuvirus frokostdame	no
Jujuvirus juju	no
Jujuvirus petra	no
Jujuvirus walrus	no
Julieunavirus julie1	no
Justusliebigvirus PD06	no
Justusliebigvirus PHB05	no
Justusliebigvirus VEcB	no
Justusliebigvirus alia	no
Justusliebigvirus muut	no
Justusliebigvirus phi92	no
Kablunavirus buggaboo	no
Kablunavirus kabluna	no
Kablunavirus nosilaM	no
Kagamiyamavirus ecs1	no
Kahnovirus oralis	no
Kahucivirus intestinalis	no
Kapieceevirus ST512KPC3phi132	no
Karamvirus mypsh1140	no
Karamvirus petcm34	no
Kayeltresvirus KL3	no
Kehishuvirus primarius	no
Kehishuvirus splanchnicus	no
Keshuvirus hurricane	no
Keshuvirus keshu	no
Keshuvirus shedlockholmes	no
Kimonavirus kimona	no
Kisquattuordecimvirus FLC5	no
Kokobelvirus kokobel1	no
Kolpuevirus hominis	no
Korravirus bigmack	no
Korravirus gisselle	no
Korravirus greenhearts	no
Korravirus greenhouse	no
Korravirus huntingdon	no
Korravirus kittykat	no
Korravirus litotes	no
Korravirus mamapearl	no
Korravirus nubia	no
Korravirus oxynfrius	no
Korravirus sergei	no
Korravirus urla	no
Korravirus wawa	no
Kratiovirus collard	no
Kratiovirus gengar	no
Kratiovirus kratio	no
Kratiovirus leston	no
Kratiovirus omnicron	no
Kratiovirus paola	no
Kratiovirus rando14	no
Kratiovirus thyatira	no
Krischvirus kfsec	no
Kroosvirus ashertheman	no
Kroosvirus bizzy	no
Kroosvirus gaea	no
Kroosvirus jksyngboy	no
Kroosvirus kroos	no
Kroosvirus ribeye	no
Kroosvirus tangerine	no
Kroosvirus yorkonyx	no
Kumaovirus kumao	no
Kunmingvirus kv2D05	no
Kunmingvirus kv4D05	no
Lahndsivirus rarus	no
Laminvirus HRTV25	no
Lavrentievavirus E21	no
Lavrentievavirus PM87	no
Lavrentievavirus pPM01	no
Leefvirus Leef	no
Leonardvirus ali17	no
Leonardvirus emoore	no
Leonardvirus leonard	no
Leonardvirus melbins	no
Liefievirus grizzly	no
Liefievirus paito	no
Liefievirus rabbs	no
Liefievirus taheera	no
Likavirus goby	no
Likavirus lorelei	no
Likavirus nanodon	no
Likavirus werner	no
Likavirus yasdnil	no
Lilbeanievirus lilbeanie	no
Lilmcdreamyvirus lilmcdreamy	no
Lipsvirus ssm7	no
Lonfivirus HSTV1	no
Lowelvirus tuscon4d	no
Lucadorvirus gail	no
Lucadorvirus jeeves	no
Lucadorvirus luchador	no
Lumosvirus krypton555	no
Lumosvirus lolly9	no
Lumosvirus lumos	no
Lumosvirus whirlwind	no
Lyssavirus formosa	no
Lyssavirus gannoruwa	no
Lyssavirus ikoma	no
Lyssavirus lleida	no
Macariavirus tuscon14g	no
Macdonaldcampvirus SB28	no
Macdonaldcampvirus ViIIE1	no
Mahlunavirus rarus	no
Mahstovirus faecalis	no
Makelovirus prm1	no
Manovirus Mano	no
Maxdohrnvirus SS2019XI	no
Metforvirus Drs3	no
Micavirus Mica	no
Microwolfvirus purplehaze	no
Microwolfvirus soildragon	no
Microwolfvirus zetzy	no
Mincapvirus HSTV2	no
Minorvirus HRTV27	no
Mithrilvirus smaug	no
Mollyvirus colly	no
Mollyvirus molly	no
Moomoovirus moomoo	no
Mosigvirus 25307	no
Mosigvirus atk47	no
Mosigvirus c120	no
Mosigvirus p000v	no
Mosigvirus sf	no
Mosugukvirus pm2	no
Mycoabscvirus phiT46-1	no
Myradeevirus MyraDee	no
Myranavirus phabba	no
Myrnavirus myrna	no
Nekkelsvirus Nekkels	no
Neritesvirus scam8	no
Newforgelanevirus MA12	no
Nilusvirus ssm2	no
Noahvirus arc	no
Oliverunavirus OLIVR1	no
Omarvirus amethyst	no
Omarvirus diane	no
Omarvirus omar	no
Omarvirus tefunt	no
Ormenosvirus syn9	no
Pamirivirus faecium	no
Paopuvirus Scamander	no
Paopuvirus azizam	no
Paopuvirus bri160	no
Paopuvirus kaijohn	no
Paopuvirus nobel	no
Paopuvirus noelani	no
Paopuvirus paopu	no
Paopuvirus poranda	no
Paopuvirus quaker	no
Pariacacavirus 1238A	no
Pariacacavirus 1245O	no
Paundivirus hollandii	no
Pbunavirus Epa14	no
Pbunavirus Epa7	no
Pbunavirus Pa193	no
Pbunavirus PaGU11	no
Pbunavirus USP1	no
Pbunavirus antinowhere	no
Pbunavirus crassa	no
Pbunavirus datas	no
Peduovirus YPM22	no
Peduovirus YPM46	no
Peduovirus YPM50	no
Pegunavirus kingtut	no
Penintadodekavirus 5012	no
Peternellavirus peternella	no
Phapecoctavirus Mt1B1P17	no
Phapecoctavirus Ro121c4YLVW	no
Phapecoctavirus TSP7	no
Phapecoctavirus anhysbys	no
Phapecoctavirus nepoznato	no
Phapecoctavirus nieznany	no
Phapecoctavirus tuntematon	no
Phapecoctavirus ukendt	no
Pharaohvirus pharaoh	no
Pharaohvirus steamy	no
Phayoncevirus thulathula	no
Phleivirus Phlei	no
Phobosvirus PspYZU01	no
Phobosvirus phobos	no
Phreappuccinovirus Phrappuccino	no
Pinnievirus moorethemaryer	no
Pinnievirus pinnie	no
Pipefishvirus obutu	no
Pipoluvirus rarus	no
Pleakleyvirus pleakley	no
Pormufvirus HRTV28	no
Porrectionivirus p12J	no
Pospiviroid plvd	no
Potamoivirus cam4	no
Potamoivirus tusconj	no
Pregotovirus heba	no
Priunavirus PSTCR5	no
Pukovnikvirus bactobuster	no
Pukovnikvirus ironman	no
Pukovnikvirus phaded	no
Puppervirus Pupper	no
Purkyvirus purky	no
Quadragintavirus ev015	no
Quadragintavirus ev040	no
Quadragintavirus ev129	no
Quesadillavirus CRB2	no
Quesadillavirus quesadilla	no
Redjacvirus piberecoleta	no
Redjacvirus redjac	no
Redjacvirus stilesk	no
Refugevirus darthphader	no
Refugevirus refuge	no
Rerduovirus hiro	no
Rerduovirus phailmary	no
Rerduovirus takoda	no
Retbasiphovirus HFTV1	no
Reyvirus aziz	no
Reyvirus estes	no
Reyvirus mrmagoo	no
Rosariovirus Weirdo19ES	no
Rosebushvirus laurie	no
Rosenblumvirus EBHT	no
Rosenblumvirus LSA2366	no
Rosenblumvirus SA46CL1	no
Roskildevirus cronus	no
Sagamiharavirus PP	no
Saguarovirus saguaro	no
Saldibavirus HRTV4	no
Saltrevirus sv64795sal3	no
Salutenavirus salutena	no
Salvovirus bacata	no
Samistivirus bmoc	no
Samistivirus braelyn	no
Samistivirus daubenski	no
Samistivirus egole	no
Samistivirus evy	no
Samsavirus HCTV2	no
Santafevirus sf40AC	no
Schizotequatrovirus vh7d	no
Schmidtvirus schmidt	no
Scophrhavirus maximus	no
Sedonavirus tusconh	no
Seejivirus CGphi46	no
Segzyvirus segz1	no
Sentinelvirus sentinel	no
Sentinelvirus spernnie	no
Seodaemunguvirus YMC16-01N133	no
Sessunavirus SESS1	no
Shandvirus sb64	no
Shandvirus sh35	no
Sharonstreetvirus A18P4	no
Sharonstreetvirus BUCT551	no
Sharonstreetvirus LAh7	no
Sheenvirus Sheen	no
Shuimuvirus IME207	no
Sigmavirus affinis	no
Sigmavirus ananassae	no
Sigmavirus immigrans	no
Sigmavirus melanogaster	no
Sigmavirus muscina	no
Sigmavirus obscura	no
Sigmavirus tristis	no
Siniperhavirus chuatsi	no
Siphunculivirus SHP2	no
Skatevirus BS5	no
Skatevirus KFSSE2	no
Skatevirus LPST10	no
Skatevirus SeSz2	no
Skatevirus Seszw1	no
Skatevirus VSt472	no
Skatevirus skate	no
Skogvirus Skog	no
Skysandvirus lollipop1437	no
Skysandvirus patio	no
Skysandvirus skysand	no
Slopekvirus pht4A	no
Sokavirus swam1	no
Stormageddonvirus Stormageddon	no
Sukkupivirus idyn	no
Sukkupivirus marietta	no
Sukkupivirus nadinerae	no
Sukkupivirus sukkupi	no
Sustrivirus SCSMaV	no
Tegunavirus fheyen901	no
Tequatrovirus RB51	no
Tequatrovirus ecomim339	no
Tequatrovirus ecomufv133	no
Tequatrovirus fps65	no
Tequatrovirus fps90	no
Tequatrovirus mlf4	no
Tequatrovirus slur02	no
Tequatrovirus slur07	no
Tequatrovirus vtec	no
Thalassavirus AG74	no
Thalassavirus achelous	no
Thalassavirus athena	no
Thalassavirus bennett	no
Thalassavirus brizo	no
Thalassavirus chester	no
Thalassavirus cody	no
Thalassavirus gary	no
Thalassavirus pontus	no
Thalassavirus quinn	no
Thalassavirus river4	no
Thetahypovirus sclerotiniae	no
Thetapolyomavirus spari	no
Thonkovirus thonko	no
Tigrvirus phiE094	no
Timquatrovirus findley	no
Timquatrovirus mufasa	no
Timquatrovirus zoeJ	no
Timshelvirus HINdeR	no
Timshelvirus SWU2	no
Timshelvirus droogsarmy	no
Tinalinvirus tinalin	no
Tralespevirus gompholobii	no
Tralespevirus lespedezae	no
Tredecimvirus HVTV1	no
Triamitovirus rhcl1	no
Triduovirus Tr2	no
Trigintaduovirus rem711	no
Tsukubavirus XPP1	no
Tsukubavirus XPV1	no
Tulanevirus 50ahydr13pp	no
Tulanevirus 60ahydrpp	no
Turbidovirus anselm	no
Turbidovirus benvolio	no
Turbidovirus bugsy	no
Turbidovirus centaur	no
Turbidovirus evilgenius	no
Turbidovirus fameo	no
Turbidovirus georgie2	no
Turbidovirus heffalump	no
Turbidovirus joshkayV	no
Turbidovirus larenn	no
Turbidovirus malec	no
Turbidovirus piro94	no
Typhavirus typha	no
Unicornvirus bryler	no
Unicornvirus krueger	no
Unicornvirus shandong1	no
Unicornvirus unicorn	no
Unicornvirus ximenita	no
Unuamitovirus alar1	no
Unuamitovirus boci2	no
Unuamitovirus boci4	no
Unuamitovirus scni1	no
Unuamitovirus crri1	no
Unuamitovirus crri2	no
Unuamitovirus crri3	no
Unuamitovirus crri4	no
Unuamitovirus crri5	no
Unuamitovirus fuco1	no
Unuamitovirus fugl1	no
Unuamitovirus fupo1	no
Unuamitovirus fupo2	no
Unuamitovirus lebi1	no
Unuamitovirus opno4	no
Unuamitovirus opno5	no
Unuamitovirus opno6	no
Unuamitovirus scsc1	no
Unuamitovirus scsc2	no
Unuamitovirus thba1	no
Valbvirus ValB1MD2	no
Vendettavirus tzgordon	no
Veracruzvirus BTCU1	no
Veracruzvirus MA5	no
Veracruzvirus babyboy	no
Veracruzvirus phantastic	no
Veracruzvirus pistachio	no
Veracruzvirus veracruz	no
Vicoquintavirus Pvco5	no
Vipetofemvirus nattely	no
Vipetofemvirus vipetofem	no
Vividuovirus ailee	no
Vividuovirus angelicage	no
Vividuovirus barsten	no
Vividuovirus bibwit	no
Vividuovirus fosterous	no
Vividuovirus galadriel	no
Vividuovirus geodirt	no
Vividuovirus jabberwocky	no
Vividuovirus keitabear	no
Vividuovirus love	no
Vividuovirus mckinley	no
Vividuovirus nordenberg	no
Vividuovirus paries	no
Vividuovirus rofo	no
Vividuovirus stultus	no
Vividuovirus tangent	no
Wadgaonvirus wv5004651	no
Winklervirus xtwenty	no
Wizardvirus Arri	no
Wizardvirus bakery	no
Wizardvirus barb	no
Wizardvirus danyall	no
Wizardvirus evamon	no
Wizardvirus fireball	no
Wizardvirus jambalaya	no
Wizardvirus kimmyK	no
Wizardvirus mutzi	no
Wizardvirus nubi	no
Wizardvirus phlop	no
Wizardvirus portcullis	no
Wizardvirus rogerdodger	no
Wizardvirus smokingbunny	no
Wizardvirus tillybobjoe	no
Wizardvirus valary	no
Wizardvirus vandewege	no
Wulfhauvirus bangladeshii	no
Xaviavirus xavia	no
Xooduovirus Xoosp2	no
Xylivirus XacF13	no
Yeceytrevirus yecey3	no
Yosifvirus yosif	no
Zhonglingvirus SAP012	no
Zitchvirus verity	no
Zitchvirus zipp	no
Zitchvirus zitch	no
Jeilongvirus queenslandense	no
Orthoflavivirus flavi	no
Mimivirus bradfordmassiliense	no
Mimivirus lagoaense	no
Aparavirus apisacutum	no
Alphabaculovirus adhonmai	no
Betabaculovirus adoranae	no
Badnavirus aglaonemae	no
Alphabaculovirus agipsilonis	no
Betabaculovirus agsegetum	no
Alphabaculovirus agsegetum	no
Alphabaculovirus alteragsegetum	no
Marafivirus medicagonis	no
Amalgavirus allii	no
Amalgavirus cepae	no
Tymovirus anagyris	no
Tymovirus latandigenum	no
Tymovirus mosandigenum	no
Caulimovirus minutangelicae	no
Alphacarmovirus angeloniae	no
Iflavirus vomitus	no
Alphabaculovirus anpernyi	no
Cripavirus mortiferum	no
Orthoflavivirus apoiense	no
Luteovirus mali	no
Nepovirus armeniacae	no
Orthoflavivirus aroaense	no
Tombusvirus cynarae	no
Nepovirus cynarae	no
Caulimovirus maculatractylodei	no
Alphabaculovirus aucalifornicae	no
Alphabaculovirus raous	no
Metapneumovirus avis	no
Orthoflavivirus bagazaense	no
Badnavirus alphavirgamusae	no
Badnavirus betavirgamusae	no
Badnavirus gammavirgamusae	no
Badnavirus deltavirgamusae	no
Badnavirus epsilonvirgamusae	no
Badnavirus zetavirgamusae	no
Badnavirus etavirgamusae	no
Badnavirus thetavirgamusae	no
Badnavirus iotavirgamusae	no
Orthoflavivirus banziense	no
Circovirus barbel	no
Circovirus chauvesouris	no
Circovirus vleermuis	no
Circovirus saguzarra	no
Circovirus ratpenat	no
Circovirus lepakko	no
Circovirus morcego	no
Circovirus kelawar	no
Cyclovirus bastao	no
Cyclovirus yarasa	no
Cyclovirus doi	no
Cyclovirus nietoperz	no
Cyclovirus peka	no
Cyclovirus pea	no
Cyclovirus pekapeka	no
Cyclovirus flagermus	no
Cyclovirus popo	no
Cyclovirus liliac	no
Cyclovirus nahkhiir	no
Cyclovirus khangkhaw	no
Circovirus parrot	no
Luteovirus phaseoli	no
Betanecrovirus betae	no
Tymovirus belladonnae	no
Waikavirus campanulae	no
Marafivirus cynodonis	no
Badnavirus volubetulae	no
Triatovirus nigereginacellulae	no
Badnavirus phirubi	no
Marafivirus rubi	no
Amalgavirus vaccinii	no
Nepovirus myrtilli	no
Soymovirus maculavaccinii	no
Alphabaculovirus bomori	no
Orthoflavivirus boubouiense	no
Badnavirus venabougainvilleae	no
Iflavirus brebrassicae	no
Comovirus viciae	no
Orthoflavivirus bukalasaense	no
Alphabaculovirus busuppressariae	no
Cacao Bacilliform SriLanka Virus	no
Badnavirus tessellotheobromae	no
Badnavirus alphainflatheobromae	no
Badnavirus betainflatheobromae	no
Badnavirus gammainflatheobromae	no
Badnavirus deltainflatheobromae	no
Badnavirus zetainflatheobromae	no
Tymovirus theobromatis	no
Badnavirus venatheobromae	no
Rheavirus sinusmexicani	no
Alphacarmovirus calibrachoae	no
Badnavirus rutilanscamelliae	no
Circovirus canary	no
Circovirus canine	no
Badnavirus alphamaculaflavicannae	no
Badnavirus betamaculaflavicannae	no
Betacarmovirus cardaminis	no
Orthoflavivirus careyense	no
Caulimovirus incidianthi	no
Tombusvirus dianthi	no
Alphacarmovirus dianthi	no
Umbravirus carotae	no
Umbravirus maculacarotae	no
Sequivirus carotae	no
Cavemovirus venamanihotis	no
Alphabaculovirus capomonae	no
Caulimovirus tessellobrassicae	no
Soymovirus crispocestri	no
Tymovirus chayotis	no
Gyrovirus chickenanemia	no
Cyclovirus adie	no
Cyclovirus naahoohai	no
Tymovirus chiltepini	no
Alphabaculovirus alterchofumiferanae	no
Alphabaculovirus chofumiferanae	no
Alphabaculovirus chomurinanae	no
Alphabaculovirus chorosaceanae	no
Alphabaculovirus chrychalcites	no
Alphabaculovirus alterchrincludentis	no
Marafivirus citri	no
Badnavirus tessellocitri	no
Alphabaculovirus clabilineatae	no
Pelarspovirus clematis	no
Tymovirus clitoriae	no
Betabaculovirus clanachoretae	no
Betabaculovirus clanastomosis	no
Betabaculovirus alterclanastomosis	no
Betabaculovirus cnamedinalis	no
Panicovirus dactylis	no
Nepovirus theobromatis	no
Badnavirus maculacommelinae	no
Orthoflavivirus cowboneense	no
Gammacarmovirus vignae	no
Cripavirus grylli	no
Betabaculovirus cryleucotretae	no
Tombusvirus bulgariaense	no
Aureusvirus cucumis	no
Tombusvirus cucumis	no
Deltabaculovirus cunigripalpi	no
Alphabaculovirus cycundantis	no
Betabaculovirus cypomonellae	no
Tombusvirus cymbidii	no
Caulimovirus tessellodahliae	no
Orthoflavivirus dakarense	no
Sequivirus taraxaci	no
Iflavirus aladeformis	no
Tymovirus desmodii	no
Toursvirus dptv1a	no
Betabaculovirus disaccharalis	no
Iflavirus dinococcinellae	no
Badnavirus alphadioscoreae	no
Badnavirus deltadioscoreae	no
Badnavirus epsilondioscoreae	no
Badnavirus tetadioscoreae	no
Badnavirus maculadracaenae	no
Cripavirus drosophilae	no
Alphanudivirus droinnubilae	no
Cyclovirus kacsa	no
Circovirus duck	no
Tymovirus dulcamarae	no
Alphabaculovirus ecobliquae	no
Iflavirus ectobliquae	no
Orthoflavivirus edgehillense	no
Tymovirus melongenae	no
Tombusvirus melongenae	no
Aureusvirus sambuci	no
Pelarspovirus sambuci	no
Orthoflavivirus entebbeense	no
Betabaculovirus epaporemae	no
Alphabaculovirus eppostvittanae	no
Cavemovirus deltaepiphylli	no
Betabaculovirus erellonis	no
Tymovirus erysimi	no
Umbravirus ethiopiaense	no
Alphabaculovirus eupseudoconspersae	no
Morbillivirus felis	no
Badnavirus fici	no
Caulimovirus tesselloscrophulariae	no
Circovirus finch	no
Macanavirus furcraeae	no
Orthoflavivirus gadgetsense	no
Gallantivirus galinsogae	no
Okavirus branchiae	no
Circovirus goose	no
Badnavirus venaribis	no
Tombusvirus algeriaense	no
Marafivirus asteroides	no
Badnavirus vitis	no
Maculavirus vitis	no
Badnavirus decoloratiovitis	no
Marafivirus syrahense	no
Badnavirus venavitis	no
Umbravirus arachidis	no
Alphanudivirus grybimaculati	no
Circovirus gull	no
Betabaculovirus habrilliantis	no
Tombusvirus havelfluminis	no
Betabaculovirus helarmigerae	no
Alphabaculovirus helarmigerae	no
Betacarmovirus hibisci	no
Triatovirus himetobi	no
Triatovirus hocoagulatae	no
Gammanudivirus hogammari	no
Alphacarmovirus lonicerae	no
Caulimovirus latensarmoraciae	no
Cyclovirus maanav	no
Cyclovirus humana	no
Cyclovirus manitan	no
Cyclovirus manusyan	no
Cyclovirus insaan	no
Cyclovirus manukha	no
Cyclovirus bashri	no
Cyclovirus homa	no
Cyclovirus mmadu	no
Cyclovirus mutum	no
Cyclovirus nhanloai	no
Cyclovirus munthu	no
Metapneumovirus hominis	no
Alphabaculovirus hycuneae	no
Alphabaculovirus hytalacae	no
Iflavirus flacherie	no
Orthoflavivirus israelense	no
Aparavirus israelense	no
Badnavirus maculahederae	no
Umbravirus ixeridii	no
Orthoflavivirus japonicum	no
Pelarspovirus jasmini	no
Aureusvirus sorghi	no
Orthoflavivirus jugraense	no
Badnavirus tesselloziziphi	no
Orthoflavivirus jutiapaense	no
Orthoflavivirus kadamense	no
Aparavirus kashmirense	no
Tymovirus kennedyae	no
Orthoflavivirus kokoberaorum	no
Orthoflavivirus koutangoense	no
Orthoflavivirus kyasanurense	no
Betabaculovirus lacoleraceae	no
Alphabaculovirus lafiscellariae	no
Caulimovirus deformatiolamii	no
Orthoflavivirus langatense	no
Betanecrovirus porri	no
Alphabaculovirus leseparatae	no
Tombusvirus limonii	no
Orthoflavivirus loupingi	no
Iflavirus lylineolaris	no
Iflavirus lineacelli	no
Alphabaculovirus lydisparis	no
Waikavirus zeae	no
Machlomovirus zeae	no
Zeavirus zeae	no
Marafivirus maydis	no
Aureusvirus zeae	no
Alphabaculovirus mabrassicae	no
Alphabaculovirus maconfiguratae	no
Alphabaculovirus altermaconfiguratae	no
Alphabaculovirus mavitratae	no
Orthoflavivirus meabanense	no
Gammacarmovirus melonis	no
Circovirus mink	no
Caulimovirus tessellomirabilis	no
Betabaculovirus molatipedis	no
Orthoflavivirus modocense	no
Orthoflavivirus montanaense	no
Tombusvirus moroccoense	no
Cyclovirus naastsosi	no
Aparavirus cancerluti	no
Badnavirus mori	no
Orthoflavivirus murrayense	no
Tombusvirus neckarfluminis	no
Marafivirus nucipersicae	no
Luteovirus nucipersicae	no
Tymovirus nemesiae	no
Gammabaculovirus nelecontei	no
Gammabaculovirus nesertiferis	no
Iflavirus nilalugentis	no
Alphacarmovirus lupini	no
Orthoflavivirus ntayaense	no
Marafivirus avenae	no
Avenavirus avenae	no
Tymovirus abelmoschi	no
Alphanecrovirus oleae	no
Marafivirus oleae	no
Alphanecrovirus tessellati	no
Orthoflavivirus omskense	no
Tymovirus ononis	no
Alphabaculovirus opbrumatae	no
Umbravirus papaveri	no
Alphabaculovirus orleucostigmae	no
Alphabaculovirus orpseudotsugatae	no
Alphanudivirus oryrhinocerotis	no
